Class_0,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10,Class_11,True_Label
0.09294204,0.0002841376,0.00016371283,0.00798034,0.0014644008,0.0123334685,14.531605,0.00057637686,0.2582587,0.009023739,0.08531696,5.3139396e-05,6
0.6680432,2.0521595,1.8880584,0.14429845,0.10292574,3.6474137,0.8695482,3.2219348,2.109482,0.05220695,0.215938,0.027992044,8
2.452692e-06,14.769002,6.403629e-06,1.2586833e-06,7.1447284e-06,0.0017454491,1.803578e-05,0.22864607,1.3530052e-05,8.601357e-06,0.00054178754,6.7586398e-06,1
0.006124428,0.004022762,0.0012446461,0.0006552561,0.00022119269,0.0066942633,14.499897,0.0011319369,0.001311365,0.0078047947,0.47073853,0.00015229352,6
0.002410058,0.013565203,0.00058640353,0.0006042823,0.0010135267,0.0155405365,0.021256013,0.0036568604,0.008217589,0.0013622479,14.931007,0.0007812486,10
0.00012704585,1.62905e-05,0.00011471878,1.159318e-05,1.0770704e-05,2.020366e-05,0.00038479394,1.1355687e-05,1.4579833e-05,0.000115393705,0.0005272978,14.998645,11
1.901098,1.5092252,0.9852227,0.74817276,0.51355994,1.280005,1.0889626,0.4189727,1.295609,0.6736175,3.9596586,0.62589645,10
5.696441e-06,0.0009327258,2.905303e-05,4.6039473e-05,14.997839,0.00071795273,3.6689585e-06,0.0003623341,2.8440461e-05,1.9975226e-07,3.5056142e-05,5.818647e-07,4
2.7599028e-05,5.0193424,4.536826e-05,8.469625e-06,9.578439e-05,0.0065344335,0.00018926404,9.972837,0.00025540945,4.33521e-05,0.00059196964,2.9302257e-05,1
7.5590754e-07,14.79588,1.4340499e-06,1.0022394e-07,1.9368778e-07,9.907376e-05,2.691226e-05,0.20357312,8.462311e-06,5.1975435e-06,0.00039777096,7.1776594e-06,1
3.3542622e-07,14.670639,8.614417e-06,2.6458795e-07,2.626842e-07,0.0013505948,2.6103595e-07,0.32449737,1.5076431e-05,2.5548905e-05,0.0034583665,2.0533716e-06,1
1.8120162,1.4725077,0.54543936,2.554592,0.36371383,0.51998323,2.0373454,0.9868386,1.3152307,0.5529905,2.6725507,0.16679159,7
0.00039105245,9.759245e-05,0.000426105,1.2804615e-05,1.2095278e-05,8.3025814e-05,0.0070638633,3.9969673e-05,3.768184e-05,0.00028712512,0.0010162465,14.990531,11
8.367692e-05,14.42236,0.00054524816,0.00016183317,0.00759672,0.029678585,0.0059700594,0.48845252,0.0005148177,0.00013679049,0.044318814,0.0001794083,1
0.0010324285,12.557329,0.011439361,0.0005839911,0.004569441,0.085789666,0.0030464716,2.3287513,0.0005277516,0.0002646571,0.005612068,0.0010537695,1
0.0464596,3.969726e-05,0.0002794662,0.00078135147,4.4145912e-05,0.0014390291,11.066498,3.976645e-05,0.0072388262,0.010776706,3.866365,3.7571495e-05,6
7.1269653e-07,13.948889,9.609521e-06,2.7934819e-05,6.954446e-05,0.0012271734,1.24304515e-05,1.04118,0.00014447497,1.1010267e-05,0.008423756,4.1739845e-06,1
14.987525,3.0369609e-05,0.0005874807,2.0207899e-05,2.0134223e-05,0.00018480585,0.011269785,0.00010583833,6.286317e-05,8.384873e-06,0.000113939415,7.628723e-05,0
5.480747e-06,0.00029469686,0.00020956194,6.352278e-07,8.7646475e-07,0.00018320548,1.3527211e-06,0.00013193052,3.0258017e-05,7.202686e-06,4.261421e-05,14.999095,11
0.014786847,4.147474e-05,0.000106015876,7.528421e-05,2.9850924e-05,0.0029365546,0.013459603,2.1259119e-05,11.45472,0.000108789565,3.513702,1.3747689e-05,8
14.671125,0.00019090358,0.31993076,0.00023087994,0.00011924482,0.002967585,0.0020453867,0.0015620323,8.350284e-05,7.505469e-05,0.00014189362,0.0015267428,0
1.7595092e-05,7.3362186e-05,3.202512e-05,1.6452823e-06,3.1323677e-06,5.1573046e-05,6.0585153e-06,2.5285028e-05,1.10338115e-05,2.3550976e-06,1.547984e-05,14.999758,11
2.0282576e-07,14.981361,3.16528e-06,1.3966007e-06,2.3028406e-06,4.7672187e-05,2.5555573e-06,0.017916456,1.30212575e-05,6.2002896e-06,0.00064336165,5.8194996e-07,1
7.555145e-06,0.00028335117,3.956792e-06,1.6936763e-06,9.4600716e-07,4.9811766e-05,0.0019172801,1.4682059e-06,0.06875395,3.352922e-05,14.9289465,1.1121648e-06,6
1.1624649e-06,0.12430429,1.59626e-06,5.403737e-07,5.908324e-07,4.2119703,4.836827e-06,10.663263,0.00013782302,7.9248475e-06,0.00029962944,4.29456e-06,5
14.44924,0.0046662115,0.15844275,0.09921488,0.049210712,0.02317043,0.13220887,0.0023987682,0.048216436,0.004145886,0.021644143,0.0074414033,0
0.0009078455,0.0057183625,9.037529e-05,0.01681459,0.0024961052,13.492971,0.00034228465,0.11028272,0.92025614,0.16605072,0.28378057,0.00028643716,8
2.3669556e-07,14.999328,1.4232193e-05,1.5787406e-09,1.0518893e-08,0.00012518567,8.912302e-08,0.00048293982,5.585566e-07,8.030121e-08,4.6788195e-05,1.3958346e-06,1
0.0008645891,0.013919938,0.00011580515,0.037975088,0.011735573,0.6455318,0.053473186,0.046805494,0.013967243,0.0048759696,14.17066,7.476416e-05,10
0.05522411,0.23086423,1.0086583,0.0018139788,11.349122,1.6635883,0.000985807,0.6727741,0.0033996543,0.00028266228,0.007500273,0.005784183,4
0.00014456817,0.009118165,3.100676e-05,6.158608e-05,0.0002061263,0.097389325,0.00965362,0.0127396695,0.050819352,0.011804026,14.808015,1.564705e-05,10
0.00029120647,8.891096,9.121516e-05,0.00024572285,0.01675914,5.060763,4.8709222e-05,0.9599463,0.045841794,0.0002045137,0.024210636,0.0005016378,5
0.012047383,0.34930366,0.020718697,0.0017779991,0.23263739,12.249813,0.0047246176,1.7964954,0.13943294,0.0020754691,0.14415991,0.046813972,9
0.00083818357,12.8342285,0.00011507229,5.6395416e-05,2.6513137e-05,0.78509146,0.061940696,0.4348317,0.0019024601,0.07772126,0.8014726,0.0017778432,1
1.8411363,0.0021566781,0.0046752957,12.463936,0.059564825,0.004490255,0.43894085,0.00043223164,0.03992502,0.0044934163,0.13677749,0.0034705652,3
3.0578693e-05,0.0029078578,6.008722e-06,0.0009789676,1.43706775e-05,0.008136438,0.00088557793,0.00046272873,0.0015855121,1.6580646,13.326916,1.2700194e-05,9
0.00019063476,3.2025363,8.755295e-05,0.0005052279,0.0002121593,7.4180813,0.0047753565,1.1806126,0.053748075,0.017931094,3.1206248,0.00069550576,1
6.2274858e-06,14.822749,1.11442205e-05,4.9404684e-05,1.868136e-05,0.0005003835,8.676426e-05,0.17032586,0.00019136044,0.00017325261,0.005870042,1.5969477e-05,1
0.17927198,1.8973644,0.059002,0.24086638,10.195875,0.31948555,0.21217258,0.39953482,0.4006045,0.0635269,0.997723,0.034569476,4
14.98768,7.235315e-08,2.1512287e-05,3.1329102e-05,7.151443e-08,4.3334123e-07,0.01225575,7.4049837e-09,2.1918487e-07,3.1564483e-07,1.0830248e-05,6.541106e-07,0
4.878781e-07,2.2092336e-05,1.07553035e-07,2.0471475e-06,3.4360028e-08,9.556338e-06,0.00037286186,9.955058e-08,0.019544652,0.00014319281,14.979902,8.904226e-08,10
3.4983327e-06,1.2843775,0.0001966602,3.138848e-06,5.0926365e-06,2.6850543,1.9625622e-05,11.001548,0.0009797879,0.00013400952,0.027645912,3.4586803e-05,5
0.014398577,0.0001273901,2.7870808e-05,14.9257555,0.0026388988,0.00023116414,0.022997787,1.7398044e-05,0.001332824,0.014274943,0.018077895,0.00011977106,3
0.015468107,2.2643015,0.1429435,0.0017906466,0.0706225,0.16183732,0.0016153413,12.307049,0.0024864317,0.0033718152,0.010342165,0.018168764,1
0.0007661245,0.02126881,6.481e-05,4.863087e-06,2.0290321e-05,1.1176987,0.0026106662,13.8556185,0.00022589954,7.929382e-05,0.0016295777,1.5064371e-05,5
14.06064,0.005600059,0.7251074,0.0003326255,0.00022938872,0.00838896,0.11220184,0.016234128,0.005206733,0.0012892414,0.054881744,0.009887766,0
0.0011971844,1.8109434,0.0052843313,0.00075398776,0.00034382477,0.12687409,0.0019384006,0.14256407,0.11555974,0.009021387,12.784438,0.0010815526,10
0.031966984,9.319326,0.0003351888,0.0002562437,0.00085697096,0.41182998,0.03610533,5.196176,0.00033701418,0.00026383763,0.001712737,0.00083094236,1
5.544294e-06,0.027900783,7.2929305e-07,1.8671208e-05,1.0417026e-05,14.750279,3.59477e-06,0.22145787,0.00016953838,2.360838e-05,0.00012658467,1.0254495e-06,5
8.058385,4.3105574e-06,0.0014267331,0.1523468,5.7937114e-06,2.8404495e-05,6.767326,4.7876034e-07,0.00046539854,0.010994371,0.009005209,1.36137205e-05,0
0.00509415,0.10966492,0.00013413213,4.7222544e-05,0.0006551187,7.7481384,0.0018768394,7.1316557,0.0015986145,7.193845e-05,0.0010144983,4.708017e-05,7
4.1272077e-07,0.019189974,8.198515e-07,2.2450943e-06,5.3036114e-05,14.493839,0.00012693435,0.4844749,0.00028802792,2.726116e-05,0.0019985596,1.966611e-06,5
0.005431141,7.323128e-06,0.00026775687,3.7420207e-06,9.791517e-07,0.00017402496,0.8130256,3.926821e-06,0.73982936,7.458428e-05,13.441182,2.4920723e-06,10
0.59370035,0.00085988827,0.06868534,0.09126709,0.0025736217,0.003409429,10.095158,0.00037097157,0.006568438,0.022069559,4.0993376,0.016000286,6
0.002358468,14.06247,0.006165923,0.028888138,0.039303802,0.14547528,0.0054325773,0.53569746,0.12197234,0.0057143876,0.04485357,0.0016689992,1
0.0007758254,0.6589663,0.0010323231,0.000843553,0.0032249754,9.156805,0.0021210401,5.1473083,0.007566665,0.0022991616,0.018648047,0.00041080223,5
4.750749e-05,0.07339772,3.349998e-05,5.0391776e-05,0.0007963503,6.427961,0.0016289264,8.486545,0.00025954648,0.000120050005,0.009129724,3.0224504e-05,5
0.00028548745,0.06769397,0.0005211444,0.0005585069,0.0007692072,13.203777,0.0010341172,0.0979365,0.20268889,0.002840547,1.421656,0.00023919245,8
0.048361734,3.327752e-06,6.6019806e-05,5.95692e-06,9.833551e-07,4.369346e-06,14.943381,1.024867e-06,3.7329013e-05,5.663443e-05,0.0080789095,1.9390366e-06,6
14.934722,0.000110387366,0.06436692,0.0004896132,2.5432419e-05,0.00013921809,5.1279454e-05,1.6276064e-05,7.492144e-06,1.2518525e-06,4.216324e-06,6.898929e-05,0
0.0988917,0.0028024465,0.002627914,4.941631,9.864683,0.024104629,0.00859631,0.004998779,0.04462406,0.002825162,0.0015072718,0.002709053,3
1.335031e-07,14.968644,9.750607e-06,1.2213051e-06,5.483349e-07,0.0037306107,2.531088e-06,0.022942726,0.00010954547,9.4445395e-06,0.004543317,3.067498e-06,1
0.15059769,1.8142118,0.37685898,0.027211003,0.041915666,3.5854385,0.06468037,5.858652,1.544994,0.06528797,1.4318264,0.038325977,0
1.479133e-05,0.009913607,6.5503205e-05,6.675821e-05,3.2138836e-05,0.075709775,0.0016828378,0.0017467664,10.0496435,0.0027596578,4.8583465,1.8669554e-05,8
3.9101138e-05,0.030137578,6.932035e-05,0.00019116918,0.0001423387,0.016441999,0.0007717561,0.00032208583,0.046435248,0.0017542065,14.903668,2.8222184e-05,10
0.00022326504,0.08437402,4.2511914e-05,4.4915276e-05,0.00043944095,0.16221152,4.7420548e-05,14.75192,0.00019801549,4.2311698e-05,0.00044106095,1.9207291e-05,7
14.9292145,5.2566156e-05,0.0008220183,0.0002072349,1.3460161e-05,3.2004442e-05,0.0692164,4.3301352e-05,5.2369054e-05,1.878024e-05,0.00022030543,0.000109668494,0
0.0004310471,0.0016862543,5.2925076e-05,0.018071497,0.015721869,1.260508,0.0015063018,0.014159716,13.274831,0.0010535439,0.41196582,1.6272177e-05,8
0.01722167,0.00026972787,0.0035699913,0.0014165908,7.2598676e-05,0.27364382,7.8416843,0.0027287009,2.3386345,3.2365427,1.2839192,0.00029847177,8
0.018057821,0.00019012159,0.00011480095,0.0018355141,0.00038518335,0.0022871434,13.446709,0.00011475936,0.0035483453,0.0006331429,1.5260582,6.73434e-05,6
0.00048303988,0.00056182244,14.998771,1.421156e-06,2.2113738e-06,0.000101458056,4.304303e-06,2.3056782e-05,7.1374103e-07,4.3059435e-07,6.7100264e-06,4.163152e-05,2
0.0004143747,0.022464758,7.126003e-05,0.00014053688,5.061533e-05,0.0025098573,0.014123785,0.0011825348,0.005011794,0.0029937017,14.950901,0.00013743121,10
0.0043724366,1.981259e-05,0.00017454819,2.308611e-06,3.3178057e-06,4.0763207e-05,14.252945,9.133227e-06,0.0011428068,1.985497e-06,0.7412872,1.4499757e-06,6
0.009929774,8.8049565e-05,1.9337365e-05,6.8834593e-06,2.9509618e-05,0.00050024816,14.951624,8.831463e-05,9.429444e-05,3.1531446e-05,0.03757428,9.685504e-06,6
0.03698574,0.10950777,0.0073287394,0.34029022,0.004963624,2.4936876,0.37365872,0.04358897,1.8802388,0.2459894,9.461651,0.0021095604,10
3.5523484e-10,14.998298,8.6687235e-10,1.3897279e-09,2.088573e-09,0.0009620189,2.7801783e-09,0.00073535927,2.2478893e-07,1.815153e-08,4.618151e-06,1.7226272e-09,1
0.6527546,0.042938035,0.008180669,0.05234934,0.0050434284,0.21676654,7.320263,0.09386477,0.85685205,2.558993,3.185073,0.0069232723,6
0.00022227144,0.000596108,0.00028980317,0.0001240191,7.783493e-05,0.022842746,0.0017327223,0.0002286627,3.1973531,0.0022075204,11.774283,4.325821e-05,8
0.001998476,0.0025988861,0.0030883742,0.00018469784,1.1035285e-05,0.0008618971,0.26402527,5.306802e-05,0.052680083,0.73201495,13.941732,0.0007535358,9
3.9866103e-05,1.2960638e-05,1.9951885e-05,7.0508518e-06,2.7347585e-06,1.9658957e-05,7.050694e-05,4.7736985e-06,3.1235222e-06,1.868606e-05,1.1316248e-05,14.999786,11
0.00021569381,12.875275,0.00022070423,0.000116182884,0.00027667303,0.0016246223,0.00033518486,2.1130264,0.0002900789,0.0004203839,0.007891451,0.00030922383,1
1.9838439,0.008353403,0.00714055,0.0005761484,0.00025676453,0.0021651364,12.180115,0.0012517283,0.06724394,0.0022373,0.7444345,0.0023830181,6
0.0017931707,0.0014901749,0.0021701758,4.111919e-05,3.6605947e-05,0.045548204,0.21440691,0.028339516,0.05109508,8.574931e-05,14.6547785,0.00021373745,6
13.199972,0.002050919,0.051203255,0.0047465293,0.00030968507,0.0008537543,1.7186112,0.0009292604,0.00095425715,0.0010117274,0.011083794,0.008274496,0
0.0053950166,0.12113875,0.001052071,0.0009084472,0.02341777,7.5454407,0.004930005,7.100546,0.048201628,0.0016815752,0.14701928,0.00026740384,5
0.0053941156,0.060708683,0.0005525097,0.09542986,1.7865295,10.524926,0.0043964437,0.40299442,1.7388885,0.0012903155,0.37860096,0.00028959694,8
2.127882e-06,9.919909,4.1626252e-05,7.471817e-06,1.5465608e-05,0.020772615,5.6579734e-06,5.051187,0.00018007145,0.000101194535,0.0077556157,2.1616357e-05,1
0.0033243918,0.0009823894,0.00016912802,0.0013927086,0.00033067772,0.007793607,0.5644404,0.0006889834,0.07351006,0.004399402,14.3429365,3.158021e-05,10
3.5350015e-05,9.903616,8.86375e-05,0.00081616244,0.007755138,0.24517962,0.00017754253,4.660509,0.03153484,0.00011133198,0.15015656,1.8707406e-05,7
0.00228812,2.8223625e-05,0.00013761767,0.08502096,0.0008072664,0.2405515,0.03895694,0.00074417685,0.3154501,0.38144735,13.934542,2.48419e-05,10
4.4268705e-07,0.00015083309,4.9023697e-07,5.2918574e-07,1.1530574e-07,0.0024682432,0.0021333518,3.924884e-06,0.0023121038,0.0007602298,14.992165,2.820103e-06,10
1.4910646e-05,13.880171,0.0003112877,2.0781174e-05,1.6525008e-05,0.0028721266,3.826828e-05,1.1105165,7.1969516e-05,9.520537e-05,0.0058420696,2.7011854e-05,1
0.3052293,0.0037089675,0.0039565386,0.0012769399,0.0008098213,0.0010943296,10.925289,0.0008202242,0.009009702,0.009453294,3.7387338,0.00061943894,6
0.013706911,0.012763493,0.0004447634,0.009085712,0.00015015785,0.027277648,0.5855995,0.0007775763,1.5181787,0.01810863,12.813715,0.00019251338,6
2.483457,0.18092816,0.30981857,5.044963,3.0782828,0.87373585,0.33741605,0.25876057,1.096346,0.675736,0.59586793,0.06468784,4
1.118164e-05,14.836522,7.675028e-06,3.073566e-06,1.16492365e-05,0.0011790795,0.00036859378,0.1572641,7.5166936e-05,2.6391783e-05,0.0045231166,4.5609504e-06,1
1.4081569e-05,1.6772764e-06,1.6850815e-06,1.4649273e-05,6.490298e-08,0.0011601533,0.00042846627,2.182351e-06,0.007329325,14.804195,0.18684827,2.4523064e-07,9
0.0007947791,0.011644079,0.00023953663,0.001145621,3.6237292e-05,0.00020410103,0.025575029,9.180814e-05,0.00092353055,0.016944382,14.942268,0.00013032224,10
0.028289456,0.00052979094,0.0007517264,0.00046831972,0.0002429667,0.030185498,1.2803805,0.0012915604,0.4221827,0.03513839,13.200029,0.0005091443,10
0.004363599,0.051256657,0.00040642716,0.00044011362,2.4267194e-05,0.0005191278,0.6211805,0.00030782918,0.03177534,0.018887017,14.269723,0.0011167709,10
1.8166317e-06,0.0030776856,3.1122994e-07,2.5079791e-05,3.4339612e-06,3.3186004,3.0447924e-05,0.044716053,10.353815,0.000146566,1.2795811,7.338064e-07,5
0.00035943178,13.320552,0.00042666332,3.8347298e-05,1.0868424e-05,0.004572862,0.00045518627,1.6639103,0.00013454266,0.00081127224,0.008317314,0.00040883303,1
0.01452221,0.01982431,0.008081984,0.08628131,0.017419858,0.060767725,0.32366884,0.01135474,0.20284677,0.6380424,13.61308,0.0041084536,10
0.0015786705,10.939096,0.0018447066,0.0022949793,0.43573868,1.5938889,0.0004276865,2.0153027,0.0023365354,0.00027112395,0.006293754,0.00092500064,7
0.0052767736,11.126323,0.0021755965,0.019306552,2.8008046,0.031701393,0.0038381265,0.9472856,0.020966602,0.0022804576,0.0374642,0.0025769824,5
0.40751472,7.235548e-07,8.798746e-06,1.03571765e-05,8.196418e-07,1.2932086e-05,14.582149,6.292064e-07,3.5075696e-05,2.4161816e-05,0.010238384,8.599199e-07,6
5.989558,0.010945917,0.017024584,0.021680668,0.005383263,0.0139068775,3.681203,0.007408709,1.9616833,0.04554263,3.2265368,0.019125955,6
0.001422111,0.00019960177,8.985652e-05,0.0014018163,14.905616,0.06046156,0.0010851928,0.008054061,0.0027236717,4.6229183e-05,0.018873688,2.4931061e-05,4
0.001250096,0.0011965253,4.9254436e-06,0.022677911,14.874717,0.09823094,3.4601721e-06,0.00058359996,0.0013104454,3.0660724e-06,1.808704e-05,1.4947535e-06,4
0.0039519025,0.009890739,13.734916,0.00037489767,0.008753307,1.0617847,0.00070818845,0.05529653,0.021119332,0.00015184408,0.026831927,0.07621817,0
4.5497087e-05,0.0016216158,1.0033426e-05,3.6806043e-05,8.757955e-06,0.0027896953,0.0030942573,0.0001139906,0.018295364,0.0005764701,14.973406,1.5789449e-06,10
12.01109,0.007953883,0.1654195,2.6352952,0.042225644,0.011924539,0.017885245,0.0058669406,0.032380935,0.011057338,0.0057328804,0.053167246,0
3.5807593e-06,14.974468,0.00026485376,7.4517294e-07,3.8200014e-06,0.00085004134,1.1154598e-07,0.024369571,2.278519e-06,1.0195938e-06,2.0085788e-05,1.4304553e-05,1
0.00031833941,4.6717587e-06,14.993735,0.0021188196,5.693601e-06,3.523355e-05,0.00015269069,1.3031882e-06,5.5139168e-05,2.686623e-05,0.0034485906,9.954721e-05,2
4.2844516e-05,14.875573,0.00020453722,4.0357285e-05,2.4605251e-05,0.0011428097,0.00032568406,0.12093591,3.3678058e-05,0.00012090163,0.0014662724,9.050044e-05,1
0.00039735113,1.5160221e-05,7.798408e-05,0.0007877878,3.0203337e-05,3.1037463e-05,0.0006834491,6.8389313e-06,1.0643094e-05,0.00065693137,7.884818e-05,14.997224,11
1.44614705e-05,1.0326187e-06,8.3688665e-06,14.99874,0.00019103847,2.7686247e-06,0.00019119302,1.6956841e-07,0.0005035393,0.0001611912,0.00018792308,2.9463834e-07,3
14.999875,3.3471298e-07,6.172583e-06,3.9472372e-08,1.2106094e-05,9.2543354e-07,0.000102692306,3.4309252e-07,1.4783245e-07,6.1123155e-09,1.5297586e-07,7.5573615e-07,0
7.4246566e-07,0.0795503,3.1067439e-06,3.6581623e-05,7.1707564e-06,0.002905486,3.311922e-05,0.0010542022,0.0037259862,0.0019167842,14.910764,2.1205815e-06,10
1.3599019e-10,14.928506,3.7623256e-08,2.5610758e-10,1.0490355e-08,0.03900301,8.677497e-11,0.03247074,6.2940744e-06,3.0440586e-09,1.0832583e-05,1.7331413e-07,1
0.00034815402,8.441457,0.00083168934,0.0008373634,0.00057196623,1.5763109,0.00016134944,4.8896103,0.041516744,0.0019204563,0.046345256,8.94066e-05,1
0.00045037142,7.688577e-05,0.0006278368,14.990891,0.00083684316,5.104001e-05,0.0003415206,1.3060245e-05,0.0018052313,0.0026803685,0.0022011073,2.2468268e-05,3
0.047570974,0.00686248,0.06923342,14.560188,0.042890202,0.004177959,0.046384454,0.002672874,0.011987613,0.0853441,0.10139733,0.021291936,3
1.20300265e-05,14.830657,0.028643424,7.684693e-06,0.0009786772,0.0021920174,5.5616188e-06,0.13349074,0.00013386292,1.3466464e-05,0.00373675,0.00012769658,1
0.0037422886,0.024648316,0.00024202549,4.2814496e-05,1.274183e-05,0.35058302,0.0999312,0.00258017,9.098633,0.020073934,5.3993936,0.0001175789,8
0.010408356,0.00094204565,0.0010473679,0.00031432282,0.00065532944,0.005102128,0.6635223,0.00025057566,0.10145084,0.0010924246,14.215075,0.00014229145,10
7.150221e-05,5.299573e-06,0.00034751007,0.021966547,2.8384213e-06,0.00011569698,0.014083901,2.7722865e-07,0.026281463,0.49282682,14.44429,6.1113865e-06,10
3.9109036e-05,14.868192,5.022954e-05,8.873301e-06,4.8685274e-06,0.0025268157,4.1796724e-05,0.12266982,0.0013291377,0.0008201001,0.0042739296,4.3864915e-05,1
0.012284307,0.032195978,0.0028173057,0.0010218835,0.00013561077,0.032056026,0.3479086,0.0021295082,0.019974597,0.011811802,14.536728,0.000934678,10
3.2215725e-05,0.02920049,9.4215e-05,0.00014968554,0.00014144157,0.0079410225,0.0002791938,0.0012019485,0.015839212,0.0009440679,14.94412,5.560259e-05,10
2.2867896e-05,0.00064805616,1.5008401e-06,1.923354e-05,3.3094526e-05,14.990374,2.815169e-07,0.0084334435,0.00045859753,7.638792e-06,2.1240296e-06,1.4113986e-07,5
0.0012713516,0.00034344793,0.0008499291,0.0018091728,2.806645e-05,0.0014649354,0.00031368926,0.00015894737,0.0020346951,14.984905,0.0067355093,8.79852e-05,9
0.031921856,0.0005386247,0.00017651779,1.0350905e-05,0.00016808351,0.0014638576,14.940673,0.0011926313,0.00019189095,8.5987376e-05,0.02354216,3.7235535e-05,6
0.0015569628,0.025727471,0.00022669202,0.00011304304,9.993669e-05,6.1581035,0.0035168799,8.800634,0.0045647593,0.0032718093,0.0021112761,7.517417e-05,5
0.06420231,0.0017461648,0.0012142957,0.10939256,0.0016456122,0.002654799,0.5856792,0.0007859719,0.0042780074,0.062468708,14.164952,0.0009820065,10
13.045807,1.0564785e-05,0.0012234556,0.0015784927,7.0439487e-06,9.134123e-05,1.9055954,8.284805e-06,0.00042243442,0.0004915664,0.044697832,6.491649e-05,6
0.0010718498,3.8403655e-06,14.993776,0.0013028679,1.7033213e-05,5.5728182e-05,0.0006565011,4.8384954e-06,0.000237484,0.0008873642,0.0010328083,0.00095489976,2
0.0030582075,0.000770682,1.0462234e-05,3.219928e-05,14.98484,0.000875316,0.007723177,0.0016675588,0.00095945224,1.6923151e-06,5.106347e-05,7.195169e-06,4
4.4844834e-05,1.4292512e-05,4.5116798e-05,2.0969112e-06,5.3161875e-06,3.1363517e-05,0.00011129749,2.5393967e-05,2.9085097e-05,4.18334e-05,0.00028102944,14.99937,11
0.00088234525,0.003941178,0.00020077235,0.022019949,0.03319272,14.55882,0.0012710302,0.18545067,0.18642955,0.0028514036,0.0049056653,3.1523192e-05,5
9.5377334e-05,7.667139,0.00012509836,0.00013079302,0.003187485,1.4525985,0.0013268816,5.8611197,0.002724737,0.00083495805,0.010578857,0.00014094108,7
5.7978446e-07,14.53189,4.369414e-06,4.123961e-06,0.0003605882,0.04137853,5.5843117e-05,0.4101844,0.0016011809,3.8334215e-06,0.014516524,2.226368e-06,7
0.0002419144,0.00012942251,0.0005242192,4.6460995e-05,2.6180876e-05,0.00012388945,0.00055536866,6.546541e-05,2.4242583e-05,5.74955e-05,0.00010257067,14.998098,11
2.097145e-06,14.94783,1.6352164e-05,1.14675e-07,1.556839e-06,0.028237367,5.0050454e-07,0.022291636,0.00019015891,9.560761e-07,0.0014185063,7.313414e-06,7
